"Date","Price","Open","High","Low","Change %"
"May 27, 2014","6.6242","6.6200","6.6353","6.6055","0.04%"
"May 26, 2014","6.6218","6.6340","6.6524","6.6089","-0.35%"
"May 23, 2014","6.6453","6.5863","6.6515","6.5800","0.87%"
"May 22, 2014","6.5877","6.5685","6.5972","6.5615","0.25%"
"May 21, 2014","6.5713","6.5880","6.5974","6.5647","-0.28%"
"May 20, 2014","6.5895","6.5877","6.6130","6.5783","0.00%"
"May 19, 2014","6.5892","6.5530","6.6042","6.5490","0.34%"
"May 16, 2014","6.5667","6.5709","6.5863","6.5559","-0.08%"
"May 15, 2014","6.5720","6.5583","6.5814","6.5470","0.19%"
"May 14, 2014","6.5593","6.5479","6.5672","6.5406","0.15%"
"May 13, 2014","6.5494","6.5662","6.5770","6.5296","-0.23%"
"May 12, 2014","6.5644","6.5780","6.5780","6.5401","-0.13%"
"May 09, 2014","6.5727","6.5287","6.5781","6.5063","0.66%"
"May 08, 2014","6.5295","6.4988","6.5305","6.4587","0.44%"
"May 07, 2014","6.5007","6.4959","6.5111","6.4828","0.06%"
"May 06, 2014","6.4969","6.5526","6.5549","6.4911","-0.87%"
"May 05, 2014","6.5538","6.5010","6.5543","6.4970","0.72%"
"May 02, 2014","6.5069","6.5048","6.5512","6.5000","0.01%"
"May 01, 2014","6.5064","6.5011","6.5117","6.4756","0.06%"
"Apr 30, 2014","6.5025","6.5633","6.5781","6.4938","-0.95%"
"Apr 29, 2014","6.5648","6.5472","6.5737","6.5192","0.22%"
"Apr 28, 2014","6.5506","6.5846","6.5920","6.5189","-0.58%"
"Apr 25, 2014","6.5888","6.5722","6.5939","6.5627","0.23%"
"Apr 24, 2014","6.5739","6.5755","6.5810","6.5364","-0.05%"
"Apr 23, 2014","6.5774","6.5871","6.5915","6.5539","-0.17%"
"Apr 22, 2014","6.5886","6.6122","6.6160","6.5664","-0.38%"
"Apr 21, 2014","6.6136","6.5989","6.6257","6.5819","0.25%"
"Apr 18, 2014","6.5974","6.5995","6.6066","6.5880","-0.05%"
"Apr 17, 2014","6.6005","6.5973","6.6080","6.5567","0.03%"
"Apr 16, 2014","6.5988","6.5703","6.6024","6.5545","0.39%"
"Apr 15, 2014","6.5730","6.5580","6.5894","6.5567","0.17%"
"Apr 14, 2014","6.5620","6.5440","6.5773","6.5370","0.44%"
"Apr 11, 2014","6.5332","6.5329","6.5460","6.5167","-0.02%"
"Apr 10, 2014","6.5345","6.4815","6.5405","6.4730","0.80%"
"Apr 09, 2014","6.4825","6.4946","6.5262","6.4655","-0.20%"
"Apr 08, 2014","6.4958","6.5244","6.5320","6.4862","-0.45%"
"Apr 07, 2014","6.5254","6.5520","6.5576","6.5210","-0.43%"
"Apr 04, 2014","6.5539","6.5400","6.5603","6.5234","0.27%"
"Apr 03, 2014","6.5361","6.4772","6.5481","6.4710","0.90%"
"Apr 02, 2014","6.4779","6.4536","6.4900","6.4381","0.36%"
"Apr 01, 2014","6.4546","6.4707","6.4762","6.4375","-0.30%"
"Mar 31, 2014","6.4741","6.4968","6.5142","6.4654","-0.43%"
"Mar 28, 2014","6.5019","6.4769","6.5055","6.4666","0.36%"
"Mar 27, 2014","6.4784","6.4664","6.4900","6.4480","0.18%"
"Mar 26, 2014","6.4668","6.4000","6.4675","6.3961","1.02%"
"Mar 25, 2014","6.4015","6.3974","6.4384","6.3905","0.06%"
"Mar 24, 2014","6.3977","6.4238","6.4440","6.3790","-0.43%"
"Mar 21, 2014","6.4252","6.4139","6.4391","6.4023","0.16%"
"Mar 20, 2014","6.4147","6.4010","6.4396","6.3917","0.19%"
"Mar 19, 2014","6.4023","6.3276","6.4108","6.3210","1.17%"
"Mar 18, 2014","6.3285","6.3522","6.3793","6.3230","-0.35%"
"Mar 17, 2014","6.3508","6.3864","6.4050","6.3434","-0.54%"
"Mar 14, 2014","6.3851","6.3795","6.4006","6.3583","0.09%"
"Mar 13, 2014","6.3795","6.3664","6.3984","6.3272","0.21%"
"Mar 12, 2014","6.3664","6.3728","6.3900","6.3575","-0.14%"
"Mar 11, 2014","6.3751","6.3703","6.3947","6.3593","0.07%"
"Mar 10, 2014","6.3709","6.3855","6.3993","6.3639","-0.19%"
"Mar 07, 2014","6.3828","6.3910","6.3974","6.3661","-0.15%"
"Mar 06, 2014","6.3925","6.4188","6.4378","6.3845","-0.43%"
"Mar 05, 2014","6.4203","6.4440","6.4648","6.4166","-0.39%"
"Mar 04, 2014","6.4455","6.4749","6.4827","6.4299","-0.48%"
"Mar 03, 2014","6.4764","6.4080","6.4815","6.4060","1.07%"
"Feb 28, 2014","6.4081","6.5148","6.5255","6.3982","-1.67%"
"Feb 27, 2014","6.5167","6.5133","6.5404","6.5030","0.03%"
"Feb 26, 2014","6.5148","6.4922","6.5267","6.4830","0.26%"
"Feb 25, 2014","6.4980","6.5061","6.5110","6.4803","-0.12%"
"Feb 24, 2014","6.5056","6.5220","6.5478","6.4894","-0.35%"
"Feb 21, 2014","6.5285","6.5320","6.5740","6.5201","-0.07%"
"Feb 20, 2014","6.5332","6.5115","6.5572","6.5005","0.32%"
"Feb 19, 2014","6.5125","6.4794","6.5211","6.4750","0.47%"
"Feb 18, 2014","6.4819","6.4525","6.5021","6.4458","0.48%"
"Feb 17, 2014","6.4512","6.4440","6.4625","6.4284","0.18%"
"Feb 14, 2014","6.4393","6.4545","6.4635","6.4343","-0.33%"
"Feb 13, 2014","6.4605","6.4473","6.4673","6.4236","0.18%"
"Feb 12, 2014","6.4488","6.4366","6.4671","6.4175","0.16%"
"Feb 11, 2014","6.4386","6.4770","6.4855","6.4186","-0.64%"
"Feb 10, 2014","6.4803","6.4888","6.5006","6.4676","-0.07%"
"Feb 07, 2014","6.4848","6.5025","6.5295","6.4760","-0.30%"
"Feb 06, 2014","6.5042","6.5233","6.5396","6.4727","-0.32%"
"Feb 05, 2014","6.5249","6.5179","6.5450","6.5128","0.08%"
"Feb 04, 2014","6.5197","6.5450","6.5585","6.5141","-0.41%"
"Feb 03, 2014","6.5465","6.5450","6.5572","6.5157","-0.02%"
"Jan 31, 2014","6.5479","6.5144","6.5595","6.5108","0.48%"
"Jan 30, 2014","6.5167","6.4573","6.5347","6.4470","1.01%"
"Jan 29, 2014","6.4515","6.4168","6.4833","6.4048","0.50%"
"Jan 28, 2014","6.4191","6.4189","6.4679","6.4066","-0.02%"
"Jan 27, 2014","6.4204","6.4270","6.4520","6.4172","-0.32%"
"Jan 24, 2014","6.4407","6.4026","6.4750","6.4025","0.56%"
"Jan 23, 2014","6.4048","6.4824","6.4883","6.4023","-1.25%"
"Jan 22, 2014","6.4857","6.4758","6.5000","6.4652","0.13%"
"Jan 21, 2014","6.4775","6.4891","6.5137","6.4710","-0.19%"
"Jan 20, 2014","6.4901","6.4715","6.4901","6.4580","0.33%"
"Jan 17, 2014","6.4689","6.4556","6.4827","6.4520","0.17%"
"Jan 16, 2014","6.4577","6.4716","6.4865","6.4495","-0.16%"
"Jan 15, 2014","6.4680","6.4333","6.4830","6.4300","0.53%"
"Jan 14, 2014","6.4341","6.5010","6.5144","6.4262","-1.06%"
"Jan 13, 2014","6.5031","6.4790","6.5103","6.4744","0.29%"
"Jan 10, 2014","6.4844","6.5529","6.5571","6.4796","-1.08%"
"Jan 09, 2014","6.5550","6.5736","6.5845","6.5459","-0.30%"
"Jan 08, 2014","6.5750","6.5140","6.5880","6.5028","0.91%"
"Jan 07, 2014","6.5155","6.5096","6.5261","6.4769","0.08%"
"Jan 06, 2014","6.5105","6.5180","6.5415","6.4965","-0.20%"
"Jan 03, 2014","6.5236","6.5149","6.5295","6.4813","0.11%"
"Jan 02, 2014","6.5166","6.4389","6.5175","6.4210","1.18%"
"Jan 01, 2014","6.4404","6.4350","6.4470","6.4250","0.03%"
"Dec 31, 2013","6.4387","6.4225","6.4465","6.4040","0.24%"
"Dec 30, 2013","6.4234","6.5000","6.5369","6.4050","-1.33%"
"Dec 27, 2013","6.5100","6.5462","6.5565","6.4584","-0.58%"
"Dec 26, 2013","6.5478","6.5680","6.5747","6.5389","-0.31%"
"Dec 25, 2013","6.5680","6.5578","6.5876","6.5470","0.13%"
"Dec 24, 2013","6.5593","6.5618","6.5948","6.5490","-0.06%"
"Dec 23, 2013","6.5633","6.5750","6.5880","6.5420","-0.37%"
"Dec 20, 2013","6.5880","6.5906","6.6002","6.5453","-0.07%"
"Dec 19, 2013","6.5923","6.5597","6.6058","6.5189","0.47%"
"Dec 18, 2013","6.5617","6.5513","6.5759","6.5044","0.10%"
"Dec 17, 2013","6.5551","6.5761","6.6029","6.5348","-0.33%"
"Dec 16, 2013","6.5765","6.5729","6.5847","6.5441","0.05%"
"Dec 13, 2013","6.5733","6.5940","6.6153","6.5617","-0.37%"
"Dec 12, 2013","6.5975","6.5473","6.6180","6.5342","0.75%"
"Dec 11, 2013","6.5485","6.5365","6.5660","6.5259","0.19%"
"Dec 10, 2013","6.5363","6.5293","6.5675","6.5142","0.10%"
"Dec 09, 2013","6.5297","6.4900","6.5443","6.4890","0.38%"
"Dec 06, 2013","6.5053","6.4872","6.5560","6.4750","0.26%"
"Dec 05, 2013","6.4887","6.4955","6.5479","6.4687","-0.13%"
"Dec 04, 2013","6.4970","6.5132","6.5293","6.4824","-0.29%"
"Dec 03, 2013","6.5156","6.5641","6.5711","6.4989","-0.76%"
"Dec 02, 2013","6.5653","6.5520","6.5720","6.4988","0.00%"
"Nov 29, 2013","6.5653","6.5420","6.5882","6.5306","0.32%"
"Nov 28, 2013","6.5441","6.5758","6.5880","6.5395","-0.53%"
"Nov 27, 2013","6.5789","6.5742","6.5854","6.5420","0.06%"
"Nov 26, 2013","6.5747","6.5684","6.5917","6.5301","0.07%"
"Nov 25, 2013","6.5703","6.5690","6.5947","6.5590","-0.06%"
"Nov 22, 2013","6.5742","6.6311","6.6501","6.5640","-0.88%"
"Nov 21, 2013","6.6324","6.6415","6.6723","6.6201","-0.16%"
"Nov 20, 2013","6.6431","6.6088","6.6554","6.5769","0.50%"
"Nov 19, 2013","6.6101","6.6110","6.6387","6.5956","-0.06%"
"Nov 18, 2013","6.6138","6.6280","6.6535","6.5811","-0.25%"
"Nov 15, 2013","6.6307","6.6450","6.6584","6.6265","-0.27%"
"Nov 14, 2013","6.6485","6.6385","6.6920","6.6340","0.13%"
"Nov 13, 2013","6.6400","6.6519","6.7037","6.6355","-0.20%"
"Nov 12, 2013","6.6534","6.5593","6.6632","6.5560","1.40%"
"Nov 11, 2013","6.5613","6.5840","6.6081","6.5565","-0.48%"
"Nov 08, 2013","6.5927","6.5309","6.6182","6.5200","0.92%"
"Nov 07, 2013","6.5325","6.4960","6.5557","6.4634","0.53%"
"Nov 06, 2013","6.4981","6.5249","6.5268","6.4789","-0.44%"
"Nov 05, 2013","6.5265","6.5083","6.5409","6.4980","0.26%"
"Nov 04, 2013","6.5098","6.5340","6.5549","6.4835","-0.42%"
"Nov 01, 2013","6.5372","6.4797","6.5498","6.4680","0.84%"
"Oct 31, 2013","6.4825","6.3870","6.4838","6.3870","1.47%"
"Oct 30, 2013","6.3885","6.3800","6.4176","6.3590","0.08%"
"Oct 29, 2013","6.3835","6.3437","6.3908","6.3315","0.61%"
"Oct 28, 2013","6.3450","6.3080","6.3530","6.3070","0.41%"
"Oct 25, 2013","6.3189","6.3508","6.3595","6.3119","-0.51%"
"Oct 24, 2013","6.3513","6.3690","6.3847","6.3414","-0.34%"
"Oct 23, 2013","6.3728","6.3664","6.3893","6.3571","0.08%"
"Oct 22, 2013","6.3679","6.3926","6.4128","6.3507","-0.42%"
"Oct 21, 2013","6.3947","6.4162","6.4365","6.3863","-0.31%"
"Oct 18, 2013","6.4145","6.4009","6.4292","6.3854","0.20%"
"Oct 17, 2013","6.4019","6.4823","6.4867","6.3866","-1.24%"
"Oct 16, 2013","6.4825","6.4980","6.5161","6.4720","-0.26%"
"Oct 15, 2013","6.4995","6.4611","6.5153","6.4446","0.55%"
"Oct 14, 2013","6.4640","6.4690","6.4943","6.4495","-0.17%"
"Oct 11, 2013","6.4751","6.5012","6.5126","6.4551","-0.46%"
"Oct 10, 2013","6.5052","6.4633","6.5236","6.4570","0.62%"
"Oct 09, 2013","6.4654","6.4327","6.4835","6.4140","0.48%"
"Oct 08, 2013","6.4344","6.4128","6.4375","6.3967","0.31%"
"Oct 07, 2013","6.4146","6.4192","6.4506","6.4097","-0.20%"
"Oct 04, 2013","6.4273","6.3458","6.4322","6.3340","1.26%"
"Oct 03, 2013","6.3473","6.3769","6.3826","6.3295","-0.53%"
"Oct 02, 2013","6.3811","6.3574","6.4023","6.3539","0.32%"
"Oct 01, 2013","6.3607","6.4294","6.4294","6.3389","-1.07%"
"Sep 30, 2013","6.4295","6.4240","6.4488","6.3888","-0.05%"
"Sep 27, 2013","6.4329","6.4135","6.4342","6.4026","0.29%"
"Sep 26, 2013","6.4145","6.4164","6.4360","6.3982","-0.03%"
"Sep 25, 2013","6.4164","6.3981","6.4431","6.3796","0.25%"
"Sep 24, 2013","6.4001","6.3855","6.4199","6.3700","0.21%"
"Sep 23, 2013","6.3868","6.3537","6.3898","6.3409","0.42%"
"Sep 20, 2013","6.3600","6.3371","6.3796","6.3150","0.33%"
"Sep 19, 2013","6.3388","6.3683","6.3784","6.3034","-0.49%"
"Sep 18, 2013","6.3700","6.4622","6.4759","6.3567","-1.48%"
"Sep 17, 2013","6.4656","6.5141","6.5221","6.4522","-0.74%"
"Sep 16, 2013","6.5140","6.5460","6.5496","6.4759","-0.70%"
"Sep 13, 2013","6.5596","6.5191","6.5730","6.5120","0.60%"
"Sep 12, 2013","6.5205","6.5150","6.5528","6.5022","-0.01%"
"Sep 11, 2013","6.5211","6.5425","6.5542","6.5139","-0.35%"
"Sep 10, 2013","6.5438","6.5574","6.5760","6.5294","-0.25%"
"Sep 09, 2013","6.5601","6.6120","6.6448","6.5459","-0.96%"
"Sep 06, 2013","6.6235","6.6782","6.6900","6.6055","-0.82%"
"Sep 05, 2013","6.6784","6.5900","6.6934","6.5880","1.32%"
"Sep 04, 2013","6.5915","6.6168","6.6290","6.5879","-0.42%"
"Sep 03, 2013","6.6195","6.6041","6.6280","6.5919","0.21%"
"Sep 02, 2013","6.6058","6.6150","6.6340","6.5938","-0.23%"
"Aug 30, 2013","6.6207","6.5866","6.6471","6.5796","0.48%"
"Aug 29, 2013","6.5892","6.5037","6.6030","6.4955","1.27%"
"Aug 28, 2013","6.5068","6.4839","6.5359","6.4664","0.30%"
"Aug 27, 2013","6.4871","6.5080","6.5455","6.4817","-0.37%"
"Aug 26, 2013","6.5112","6.4878","6.5334","6.4785","0.32%"
"Aug 23, 2013","6.4904","6.5176","6.5484","6.4779","-0.46%"
"Aug 22, 2013","6.5202","6.5683","6.5860","6.4997","-0.80%"
"Aug 21, 2013","6.5725","6.4860","6.5744","6.4730","1.39%"
"Aug 20, 2013","6.4822","6.5068","6.5357","6.4575","-0.40%"
"Aug 19, 2013","6.5085","6.5060","6.5294","6.4926","-0.07%"
"Aug 16, 2013","6.5130","6.5056","6.5274","6.4925","0.09%"
"Aug 15, 2013","6.5071","6.5103","6.5693","6.4794","-0.10%"
"Aug 14, 2013","6.5137","6.5330","6.5489","6.4961","-0.33%"
"Aug 13, 2013","6.5354","6.5299","6.5582","6.5000","0.06%"
"Aug 12, 2013","6.5314","6.4970","6.5406","6.4950","0.47%"
"Aug 09, 2013","6.5011","6.4875","6.5091","6.4684","0.19%"
"Aug 08, 2013","6.4890","6.5092","6.5210","6.4701","-0.33%"
"Aug 07, 2013","6.5107","6.5497","6.5953","6.5057","-0.62%"
"Aug 06, 2013","6.5510","6.5800","6.5873","6.5434","-0.46%"
"Aug 05, 2013","6.5815","6.5910","6.6179","6.5747","-0.32%"
"Aug 02, 2013","6.6025","6.6090","6.6556","6.5900","-0.12%"
"Aug 01, 2013","6.6103","6.5145","6.6160","6.4925","1.45%"
"Jul 31, 2013","6.5160","6.5536","6.6002","6.4809","-0.59%"
"Jul 30, 2013","6.5546","6.4756","6.5716","6.4615","1.20%"
"Jul 29, 2013","6.4770","6.4710","6.4931","6.4400","0.11%"
"Jul 26, 2013","6.4700","6.4802","6.5007","6.4518","-0.19%"
"Jul 25, 2013","6.4826","6.5032","6.5388","6.4712","-0.34%"
"Jul 24, 2013","6.5047","6.4448","6.5306","6.4385","0.91%"
"Jul 23, 2013","6.4459","6.4863","6.4933","6.4385","-0.66%"
"Jul 22, 2013","6.4884","6.5250","6.5434","6.4695","-0.73%"
"Jul 19, 2013","6.5358","6.5701","6.5801","6.5249","-0.58%"
"Jul 18, 2013","6.5738","6.5668","6.6069","6.5585","0.14%"
"Jul 17, 2013","6.5644","6.5786","6.6114","6.5371","-0.26%"
"Jul 16, 2013","6.5818","6.6746","6.6821","6.5748","-1.44%"
"Jul 15, 2013","6.6778","6.6510","6.7164","6.6480","0.21%"
"Jul 12, 2013","6.6636","6.6558","6.6979","6.6452","0.09%"
"Jul 11, 2013","6.6573","6.7082","6.7154","6.5994","-0.78%"
"Jul 10, 2013","6.7097","6.7891","6.8130","6.7039","-1.23%"
"Jul 09, 2013","6.7932","6.7757","6.8304","6.7512","0.24%"
"Jul 08, 2013","6.7771","6.7900","6.8655","6.7649","-0.24%"
"Jul 05, 2013","6.7935","6.6725","6.8192","6.6650","1.79%"
"Jul 04, 2013","6.6740","6.6866","6.7310","6.6609","-0.22%"
"Jul 03, 2013","6.6887","6.7230","6.7675","6.6671","-0.55%"
"Jul 02, 2013","6.7255","6.6667","6.7324","6.6508","0.85%"
"Jul 01, 2013","6.6689","6.6900","6.7143","6.6496","-0.53%"
"Jun 28, 2013","6.7045","6.7301","6.7593","6.6899","-0.55%"
"Jun 27, 2013","6.7414","6.7515","6.7681","6.6958","-0.18%"
"Jun 26, 2013","6.7533","6.7102","6.7590","6.6683","0.55%"
"Jun 25, 2013","6.7162","6.7619","6.7725","6.6625","-0.70%"
"Jun 24, 2013","6.7634","6.6670","6.8012","6.6627","1.33%"
"Jun 21, 2013","6.6745","6.5671","6.7079","6.5362","1.59%"
"Jun 20, 2013","6.5701","6.4525","6.6120","6.4480","1.77%"
"Jun 19, 2013","6.4556","6.4421","6.4626","6.3750","0.21%"
"Jun 18, 2013","6.4422","6.4602","6.5098","6.4299","-0.29%"
"Jun 17, 2013","6.4611","6.4361","6.4858","6.4289","0.39%"
"Jun 14, 2013","6.4360","6.4724","6.4990","6.4284","-0.61%"
"Jun 13, 2013","6.4757","6.5123","6.5320","6.4707","-0.58%"
"Jun 12, 2013","6.5138","6.5479","6.5603","6.4817","-0.55%"
"Jun 11, 2013","6.5497","6.5750","6.6192","6.5451","-0.45%"
"Jun 10, 2013","6.5793","6.5480","6.6125","6.5480","0.34%"
"Jun 07, 2013","6.5567","6.5405","6.5885","6.5244","0.20%"
"Jun 06, 2013","6.5439","6.5860","6.6047","6.5092","-0.70%"
"Jun 05, 2013","6.5897","6.5580","6.6091","6.5456","0.43%"
"Jun 04, 2013","6.5614","6.5367","6.5759","6.5329","0.33%"
"Jun 03, 2013","6.5400","6.6110","6.6298","6.5260","-1.18%"
"May 31, 2013","6.6184","6.5588","6.6524","6.5510","0.88%"
"May 30, 2013","6.5609","6.6468","6.6571","6.5536","-1.34%"
"May 29, 2013","6.6502","6.7216","6.7274","6.6201","-1.06%"
"May 28, 2013","6.7213","6.6428","6.7241","6.6292","1.24%"
"May 27, 2013","6.6390","6.6380","6.6522","6.6300","-0.02%"
"May 24, 2013","6.6405","6.6428","6.6737","6.6196","-0.09%"
"May 23, 2013","6.6468","6.6399","6.6826","6.6263","0.08%"
"May 22, 2013","6.6414","6.6138","6.6495","6.5645","0.40%"
"May 21, 2013","6.6149","6.6564","6.6756","6.6033","-0.59%"
"May 20, 2013","6.6541","6.6910","6.7041","6.6422","-0.59%"
"May 17, 2013","6.6934","6.6714","6.7075","6.6505","0.33%"
"May 16, 2013","6.6714","6.6705","6.6878","6.6305","-0.01%"
"May 15, 2013","6.6722","6.6646","6.6974","6.6550","0.07%"
"May 14, 2013","6.6678","6.6090","6.6776","6.5778","0.85%"
"May 13, 2013","6.6117","6.5910","6.6222","6.5801","0.26%"
"May 10, 2013","6.5945","6.5516","6.6254","6.5360","0.59%"
"May 09, 2013","6.5558","6.5048","6.5691","6.4730","0.71%"
"May 08, 2013","6.5097","6.5310","6.5363","6.4755","-0.37%"
"May 07, 2013","6.5342","6.5467","6.5584","6.4923","-0.22%"
"May 06, 2013","6.5483","6.5026","6.5503","6.4870","0.71%"
"May 03, 2013","6.5020","6.5400","6.5485","6.4667","-0.56%"
"May 02, 2013","6.5388","6.4654","6.5450","6.4575","1.10%"
"May 01, 2013","6.4676","6.4794","6.4929","6.4215","-0.22%"
"Apr 30, 2013","6.4818","6.5357","6.5630","6.4564","-0.85%"
"Apr 29, 2013","6.5375","6.5646","6.5665","6.5163","-0.54%"
"Apr 26, 2013","6.5731","6.6015","6.6142","6.5589","-0.45%"
"Apr 25, 2013","6.6030","6.6172","6.6199","6.5609","-0.24%"
"Apr 24, 2013","6.6187","6.6437","6.6570","6.5862","-0.43%"
"Apr 23, 2013","6.6470","6.5262","6.6505","6.5190","1.79%"
"Apr 22, 2013","6.5298","6.5280","6.5450","6.5053","-0.11%"
"Apr 19, 2013","6.5368","6.5360","6.5509","6.4802","-0.01%"
"Apr 18, 2013","6.5376","6.5145","6.5489","6.4882","0.34%"
"Apr 17, 2013","6.5157","6.3609","6.5236","6.3490","2.39%"
"Apr 16, 2013","6.3633","6.4235","6.4300","6.3402","-0.96%"
"Apr 15, 2013","6.4253","6.3420","6.4327","6.3420","1.13%"
"Apr 12, 2013","6.3538","6.3504","6.3944","6.3320","0.00%"
"Apr 11, 2013","6.3537","6.3947","6.4106","6.3247","-0.72%"
"Apr 10, 2013","6.3995","6.3868","6.4020","6.3552","0.16%"
"Apr 09, 2013","6.3891","6.4180","6.4355","6.3792","-0.48%"
"Apr 08, 2013","6.4200","6.4530","6.4619","6.3976","-0.49%"
"Apr 05, 2013","6.4515","6.5158","6.5328","6.4295","-1.03%"
"Apr 04, 2013","6.5184","6.5032","6.5902","6.4985","0.18%"
"Apr 03, 2013","6.5066","6.4875","6.5106","6.4782","0.24%"
"Apr 02, 2013","6.4910","6.5123","6.5192","6.4651","-0.38%"
"Apr 01, 2013","6.5155","6.5140","6.5477","6.4995","-0.17%"
"Mar 29, 2013","6.5263","6.5133","6.5428","6.5031","0.09%"
"Mar 28, 2013","6.5206","6.5151","6.5408","6.4870","0.03%"
"Mar 27, 2013","6.5188","6.4885","6.5247","6.4643","0.44%"
"Mar 26, 2013","6.4900","6.5241","6.5267","6.4692","-0.53%"
"Mar 25, 2013","6.5245","6.4892","6.5479","6.4487","0.45%"
"Mar 22, 2013","6.4954","6.4866","6.5300","6.4704","0.11%"
"Mar 21, 2013","6.4881","6.4682","6.4996","6.4528","0.28%"
"Mar 20, 2013","6.4701","6.4642","6.4771","6.4254","0.04%"
"Mar 19, 2013","6.4672","6.4292","6.4808","6.4245","0.54%"
"Mar 18, 2013","6.4326","6.4513","6.4652","6.4152","0.59%"
"Mar 15, 2013","6.3946","6.4302","6.4429","6.3693","-0.60%"
"Mar 14, 2013","6.4330","6.4249","6.4860","6.4120","0.09%"
"Mar 13, 2013","6.4270","6.3537","6.4310","6.3279","1.10%"
"Mar 12, 2013","6.3571","6.3879","6.4120","6.3429","-0.49%"
"Mar 11, 2013","6.3881","6.4043","6.4148","6.3803","-0.26%"
"Mar 08, 2013","6.4049","6.3275","6.4181","6.3170","1.21%"
"Mar 07, 2013","6.3281","6.4208","6.4233","6.3187","-1.48%"
"Mar 06, 2013","6.4233","6.3793","6.4235","6.3613","0.68%"
"Mar 05, 2013","6.3801","6.4120","6.4211","6.3685","-0.54%"
"Mar 04, 2013","6.4146","6.4230","6.4535","6.4078","-0.27%"
"Mar 01, 2013","6.4322","6.4638","6.4688","6.3991","-0.52%"
"Feb 28, 2013","6.4661","6.4288","6.4678","6.4200","0.60%"
"Feb 27, 2013","6.4275","6.4576","6.4683","6.4209","-0.49%"
"Feb 26, 2013","6.4590","6.4776","6.4863","6.4444","-0.34%"
"Feb 25, 2013","6.4809","6.4110","6.4816","6.3534","0.99%"
"Feb 22, 2013","6.4175","6.4136","6.4424","6.3733","-0.05%"
"Feb 21, 2013","6.4204","6.3409","6.4430","6.3310","1.14%"
"Feb 20, 2013","6.3482","6.3027","6.3530","6.2742","0.66%"
"Feb 19, 2013","6.3063","6.3436","6.3580","6.2916","-0.63%"
"Feb 18, 2013","6.3462","6.3119","6.3542","6.3087","0.39%"
"Feb 15, 2013","6.3217","6.3110","6.3563","6.2982","0.15%"
"Feb 14, 2013","6.3124","6.2791","6.3564","6.2721","0.36%"
"Feb 13, 2013","6.2899","6.3587","6.3713","6.2671","-1.15%"
"Feb 12, 2013","6.3632","6.3920","6.4107","6.3396","-0.47%"
"Feb 11, 2013","6.3930","6.4300","6.4561","6.3760","-0.85%"
"Feb 08, 2013","6.4475","6.4108","6.4524","6.3926","0.52%"
"Feb 07, 2013","6.4140","6.3585","6.4383","6.3282","0.81%"
"Feb 06, 2013","6.3622","6.3200","6.3681","6.3076","0.60%"
"Feb 05, 2013","6.3241","6.3250","6.3495","6.3015","-0.04%"
"Feb 04, 2013","6.3267","6.3029","6.3367","6.2910","0.27%"
"Feb 01, 2013","6.3095","6.3610","6.3638","6.2718","-0.82%"
"Jan 31, 2013","6.3618","6.3462","6.3735","6.3309","0.17%"
"Jan 30, 2013","6.3512","6.3694","6.3759","6.3329","-0.33%"
"Jan 29, 2013","6.3723","6.4167","6.4308","6.3574","-0.73%"
"Jan 28, 2013","6.4194","6.4458","6.4789","6.4043","-0.54%"
"Jan 25, 2013","6.4542","6.4878","6.5007","6.4340","-0.57%"
"Jan 24, 2013","6.4910","6.5143","6.5390","6.4803","-0.39%"
"Jan 23, 2013","6.5162","6.4997","6.5530","6.4956","0.10%"
"Jan 22, 2013","6.5099","6.5314","6.5371","6.4768","-0.36%"
"Jan 21, 2013","6.5335","6.5080","6.5509","6.4975","0.30%"
"Jan 18, 2013","6.5142","6.4888","6.5441","6.4731","0.32%"
"Jan 17, 2013","6.4934","6.4981","6.5102","6.4514","-0.15%"
"Jan 16, 2013","6.5031","6.4970","6.5385","6.4818","0.06%"
"Jan 15, 2013","6.4992","6.4373","6.5208","6.4333","0.88%"
"Jan 14, 2013","6.4428","6.4568","6.4690","6.4329","-0.34%"
"Jan 11, 2013","6.4651","6.4858","6.5132","6.4558","-0.37%"
"Jan 10, 2013","6.4890","6.5616","6.5750","6.4683","-1.14%"
"Jan 09, 2013","6.5640","6.5586","6.5930","6.5418","0.06%"
"Jan 08, 2013","6.5598","6.4973","6.5643","6.4792","0.88%"
"Jan 07, 2013","6.5023","6.5204","6.5610","6.4883","-0.58%"
"Jan 04, 2013","6.5405","6.5290","6.5672","6.5216","0.14%"
"Jan 03, 2013","6.5315","6.4857","6.5340","6.4786","0.69%"
"Jan 02, 2013","6.4869","6.4864","6.5115","6.4377","-0.14%"
"Jan 01, 2013","6.4959","6.4999","6.5325","6.4816","-0.06%"
"Dec 31, 2012","6.5001","6.5104","6.5259","6.4842","-0.27%"
"Dec 28, 2012","6.5176","6.5022","6.5360","6.4764","0.20%"
"Dec 27, 2012","6.5048","6.5054","6.5220","6.4708","-0.08%"
"Dec 26, 2012","6.5098","6.5439","6.5555","6.4943","-0.66%"
"Dec 25, 2012","6.5532","6.5408","6.5623","6.5263","0.04%"
"Dec 24, 2012","6.5503","6.5330","6.5599","6.5093","-0.04%"
"Dec 21, 2012","6.5532","6.5040","6.5625","6.4916","0.73%"
"Dec 20, 2012","6.5057","6.5453","6.5699","6.4889","-0.67%"
